,model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
1250, Santa Fe,2014,14791,Semi-Auto,46000,Diesel,265,41.5,2.2
1251, I20,2019,14990,Manual,2439,Petrol,145,46.3,1.0
1252, Tucson,2017,13995,Manual,10157,Diesel,30,61.7,1.7
1253, Ioniq,2019,16995,Semi-Auto,831,Hybrid,135,78.5,1.6
1254, Tucson,2018,14999,Manual,15500,Petrol,150,44.8,1.6
1255, I30,2020,27995,Manual,1622,Petrol,150,34.0,2.0
1256, Ioniq,2018,17995,Automatic,9531,Hybrid,135,78.5,1.6
1257, I20,2020,12991,Manual,2637,Petrol,145,46.3,1.2
1258, Tucson,2016,14500,Semi-Auto,11653,Diesel,125,57.6,1.7
1259, Tucson,2017,14000,Semi-Auto,15948,Diesel,125,57.6,1.7
1260, I30,2016,8900,Manual,17350,Petrol,145,48.7,1.4
1261, I30,2010,3495,Manual,80000,Petrol,160,46.3,1.4
1262, Tucson,2016,12499,Manual,32481,Diesel,30,61.7,1.7
1263, I30,2017,10485,Manual,17609,Diesel,145,72.4,1.6
1264, IX35,2014,7890,Manual,52000,Diesel,145,53.3,1.7
1265, Santa Fe,2014,14500,Manual,55000,Diesel,200,46.3,2.2
1266, Tucson,2017,14998,Semi-Auto,17526,Diesel,145,57.6,1.7
1267, Ioniq,2019,17560,Automatic,4581,Hybrid,135,78.5,1.6
1268, Santa Fe,2019,35995,Semi-Auto,2265,Diesel,145,39.2,2.2
1269, IX35,2014,7777,Manual,59247,Diesel,145,53.3,1.7
1270, I40,2016,10695,Semi-Auto,26876,Diesel,125,56.5,1.7
1271, Tucson,2017,14490,Manual,20656,Diesel,30,61.7,1.7
1272, Kona,2019,20950,Semi-Auto,5328,Petrol,145,34.0,1.6
1273, I10,2017,7990,Manual,12988,Petrol,20,60.1,1.0
1274, I800,2018,15480,Manual,38330,Diesel,150,37.7,2.5
1275, I30,2016,8660,Manual,30279,Petrol,145,48.7,1.4
1276, Tucson,2016,12990,Manual,21159,Diesel,30,61.7,1.7
1277, I30,2016,7998,Manual,38705,Diesel,0,78.4,1.6
1278, Ioniq,2019,19689,Automatic,10000,Hybrid,140,78.5,1.6
1279, I10,2018,7495,Manual,26799,Petrol,145,60.1,1.0
1280, Tucson,2016,14990,Automatic,21656,Diesel,200,47.1,2.0
1281, I20,2019,9750,Manual,12884,Petrol,150,46.3,1.2
1282, Kona,2017,11990,Manual,21858,Petrol,145,52.3,1.0
1283, Kona,2018,13500,Manual,9884,Petrol,145,44.1,1.0
1284, Tucson,2017,14998,Semi-Auto,25597,Diesel,125,57.6,1.7
1285, Santa Fe,2019,35456,Semi-Auto,8000,Diesel,145,39.2,2.2
1286, I20,2020,12770,Manual,101,Petrol,145,46.3,1.2
1287, I20,2018,9494,Manual,11010,Petrol,145,58.9,1.2
1288, I10,2017,7795,Manual,6650,Petrol,150,60.1,1.0
1289, Ioniq,2018,18480,Automatic,19000,Hybrid,135,78.5,1.6
1290, Tucson,2016,11490,Manual,12800,Diesel,30,61.7,1.7
1291, I10,2018,8690,Manual,1500,Petrol,145,60.1,1.0
1292, I20,2018,12750,Semi-Auto,816,Petrol,150,49.6,1.0
1293, I10,2013,3750,Manual,46000,Petrol,20,61.4,1.2
1294, Tucson,2019,16495,Manual,10736,Petrol,145,34.9,1.6
1295, I800,2018,17495,Manual,26283,Diesel,145,31.7,2.5
1296, I10,2017,6795,Manual,34871,Petrol,145,57.7,1.2
1297, Veloster,2013,6495,Manual,46436,Petrol,160,43.5,1.6
1298, IX20,2013,5498,Manual,35954,Petrol,150,45.6,1.4
1299, Tucson,2016,13888,Manual,16422,Diesel,30,61.7,1.7
1300, I20,2013,2995,Manual,97500,Petrol,30,57.6,1.2
1301, I20,2019,12495,Manual,10,Petrol,145,46.3,1.2
1302, Santa Fe,2017,18990,Manual,19049,Diesel,200,47.1,2.2
1303, Tucson,2019,17495,Manual,5000,Petrol,145,34.9,1.6
1304, I10,2019,8600,Manual,3821,Petrol,145,60.1,1.0
1305, I10,2016,5990,Manual,23315,Petrol,20,60.1,1.0
1306, I10,2018,7400,Manual,10858,Petrol,145,60.1,1.0
1307, Santa Fe,2013,12498,Automatic,38602,Diesel,260,41.5,2.2
1308, Tucson,2019,26490,Semi-Auto,2617,Hybrid,145,50.4,1.6
1309, Tucson,2016,11199,Manual,69894,Diesel,30,61.7,1.7
1310, Tucson,2018,12395,Manual,10717,Petrol,145,44.8,1.6
1311, Ioniq,2018,18999,Automatic,12045,Hybrid,135,256.8,1.6
1312, Tucson,2018,17999,Semi-Auto,13554,Petrol,150,36.2,1.6
1313, I20,2018,8000,Manual,28050,Petrol,150,58.9,1.2
1314, I20,2017,7749,Manual,17772,Petrol,150,55.4,1.2
1315, Tucson,2017,13700,Manual,33110,Diesel,30,61.7,1.7
1316, Kona,2018,11295,Manual,23000,Petrol,145,54.3,1.0
1317, I30,2015,7646,Manual,29786,Diesel,20,72.4,1.6
1318, Kona,2018,14587,Manual,15521,Petrol,145,52.3,1.0
1319, Tucson,2016,13495,Manual,31352,Petrol,160,44.8,1.6
1320, Ioniq,2018,14698,Automatic,24905,Hybrid,140,78.5,1.6
1321, I10,2017,7464,Manual,29880,Petrol,145,57.7,1.2
1322, I10,2016,6700,Semi-Auto,39063,Petrol,150,47.9,1.2
1323, Tucson,2017,14495,Manual,26245,Diesel,150,61.7,1.7
1324, I10,2014,5498,Manual,13840,Petrol,20,60.1,1.0
1325, I30,2015,8998,Manual,34093,Diesel,20,72.4,1.6
1326, I10,2016,7990,Semi-Auto,15047,Petrol,145,47.9,1.2
1327, Santa Fe,2019,32980,Semi-Auto,2390,Diesel,145,39.2,2.2
1328, IX20,2014,7495,Automatic,19319,Petrol,200,43.6,1.6
1329, Kona,2018,11995,Manual,27353,Petrol,145,52.3,1.0
1330, Tucson,2017,17500,Manual,19366,Diesel,125,58.9,2.0
1331, I800,2019,21290,Manual,4234,Diesel,145,31.7,2.5
1332, I30,2015,7331,Manual,44929,Diesel,0,78.4,1.6
1333, Ioniq,2018,15000,Automatic,32227,Hybrid,135,78.5,1.6
1334, Santa Fe,2016,16999,Automatic,20960,Diesel,235,42.8,2.2
1335, Kona,2018,14450,Manual,14839,Petrol,150,44.1,1.0
1336, Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6
1337, I20,2016,7810,Manual,32442,Petrol,20,58.9,1.0
1338, Tucson,2016,12298,Manual,35153,Diesel,30,61.7,1.7
1339, Tucson,2019,18495,Semi-Auto,15000,Petrol,150,36.2,1.6
1340, I40,2017,13751,Manual,8613,Diesel,145,65.7,1.7
1341, Tucson,2017,14495,Manual,27892,Diesel,145,61.7,1.7
1342, I20,2017,9495,Automatic,21280,Petrol,165,45.6,1.4
1343, Tucson,2017,14985,Manual,42858,Diesel,200,47.9,2.0
1344, Tucson,2016,16401,Semi-Auto,47347,Diesel,125,57.6,1.7
1345, I10,2018,9000,Manual,9990,Petrol,150,57.6,1.2
1346, I20,2013,5495,Manual,30252,Petrol,30,57.6,1.2
1347, Tucson,2009,3885,Manual,93890,Diesel,300,39.8,2.0
1348, Tucson,2016,13500,Manual,20505,Diesel,30,61.7,1.7
1349, Tucson,2016,13990,Manual,23190,Diesel,30,61.7,1.7
1350, Ioniq,2018,14500,Automatic,28526,Hybrid,135,78.5,1.6
1351, Santa Fe,2019,33970,Semi-Auto,3580,Diesel,145,39.8,2.2
1352, I800,2019,19998,Manual,7761,Diesel,145,31.7,2.5
1353, IX35,2015,8490,Manual,39000,Diesel,145,54.3,1.7
1354, I20,2016,8298,Manual,13643,Petrol,20,62.8,1.0
1355, IX20,2014,5998,Manual,42386,Diesel,30,64.2,1.6
1356, I20,2017,7995,Manual,24714,Petrol,150,58.9,1.2
1357, Tucson,2017,11998,Manual,24713,Diesel,30,61.7,1.7
1358, Tucson,2017,13998,Manual,16353,Diesel,30,61.7,1.7
1359, I30,2015,8990,Manual,23968,Diesel,0,78.4,1.6
1360, I30,2019,14298,Manual,1232,Petrol,145,44.8,1.0
1361, Kona,2019,12299,Manual,10338,Petrol,145,44.8,1.0
1362, I30,2019,13970,Manual,8295,Petrol,145,44.8,1.0
1363, I10,2014,4791,Manual,47040,Petrol,20,60.1,1.0
1364, I20,2016,7995,Manual,23500,Petrol,20,58.9,1.0
1365, Tucson,2015,14250,Manual,47085,Diesel,145,54.3,2.0
1366, Tucson,2017,13995,Manual,47840,Diesel,30,61.7,1.7
1367, I10,2018,6985,Manual,22524,Petrol,145,60.1,1.0
1368, Santa Fe,2019,30999,Automatic,10035,Diesel,145,42.8,2.2
1369, Santa Fe,2017,19995,Manual,28845,Diesel,200,47.1,2.2
1370, I20,2017,8495,Manual,17630,Petrol,20,62.8,1.0
1371, Kona,2018,14499,Manual,13410,Petrol,145,52.3,1.0
1372, Santa Fe,2019,31680,Semi-Auto,2251,Diesel,145,40.9,2.2
1373, Tucson,2017,12995,Manual,32147,Diesel,30,61.7,1.7
1374, Santa Fe,2016,17750,Semi-Auto,34999,Diesel,235,42.8,2.2
1375, I10,2018,7995,Manual,19702,Petrol,145,60.1,1.0
1376, I20,2016,7970,Manual,10916,Petrol,30,56.5,1.2
1377, IX20,2016,8998,Automatic,22978,Petrol,160,43.5,1.6
1378, Ioniq,2017,17000,Automatic,11469,Hybrid,135,78.5,1.6
1379, Tucson,2018,17995,Semi-Auto,31548,Petrol,150,39.8,1.6
1380, Santa Fe,2018,19000,Manual,30229,Diesel,145,47.1,2.2
1381, Santa Fe,2016,18680,Semi-Auto,34812,Diesel,235,42.2,2.2
1382, I20,2016,7990,Manual,19427,Petrol,30,55.4,1.2
1383, I10,2016,6480,Manual,20295,Petrol,30,57.6,1.2
1384, Ioniq,2018,17234,Automatic,10873,Hybrid,135,78.5,1.6
1385, Ioniq,2017,16000,Automatic,19542,Hybrid,0,78.5,1.6
1386, I20,2018,10250,Manual,17624,Petrol,145,65.7,1.0
1387, I30,2010,2495,Manual,99000,Diesel,30,62.8,1.6
1388, I20,2017,7998,Manual,21451,Petrol,145,55.4,1.2
1389, I20,2014,5998,Manual,17641,Petrol,30,57.6,1.2
1390, IX35,2015,8498,Manual,48823,Petrol,165,44.1,1.6
1391, I20,2019,10699,Manual,7015,Petrol,150,46.3,1.2
1392, I30,2019,24000,Manual,555,Petrol,145,34.0,2.0
1393, Kona,2019,14195,Manual,6280,Petrol,145,44.1,1.0
1394, I20,2016,7995,Manual,17124,Petrol,30,58.9,1.2
1395, Tucson,2016,12498,Manual,31054,Diesel,30,61.7,1.7
1396, Tucson,2019,15498,Manual,11915,Petrol,150,34.9,1.6
1397, I40,2019,16000,Manual,10,Diesel,145,54.3,1.6
1398, Tucson,2017,14295,Manual,17333,Diesel,145,61.7,1.7
1399, I40,2016,9698,Manual,40134,Diesel,30,65.7,1.7
1400, I20,2015,6610,Manual,37360,Petrol,30,55.4,1.2
1401, I10,2017,6890,Manual,20979,Petrol,145,60.1,1.0
1402, Ioniq,2018,15490,Automatic,32228,Hybrid,135,78.5,1.6
1403, Tucson,2019,15998,Manual,3454,Petrol,145,35.3,1.6
1404, IX20,2017,10247,Manual,4817,Petrol,125,50.4,1.4
1405, I30,2018,12790,Semi-Auto,28851,Petrol,150,51.4,1.4
1406, Tucson,2016,16500,Manual,22686,Diesel,145,54.3,2.0
1407, Ioniq,2019,19899,Automatic,15439,Hybrid,135,62.8,1.6
1408, I40,2017,12450,Manual,27145,Diesel,145,65.7,1.7
1409, Tucson,2018,14490,Manual,11897,Petrol,145,34.9,1.6
1410, I10,2017,6498,Manual,21070,Petrol,145,60.1,1.0
1411, Ioniq,2018,17298,Automatic,6443,Hybrid,135,78.5,1.6
1412, IX20,2017,10399,Automatic,17736,Petrol,150,43.5,1.6
1413, I800,2017,14000,Automatic,23870,Diesel,325,33.6,2.5
1414, I10,2015,5300,Manual,47660,Petrol,20,60.1,0.0
1415, Tucson,2020,23980,Semi-Auto,1764,Hybrid,145,50.4,1.6
1416, I10,2017,5992,Manual,26921,Petrol,145,60.1,1.0
1417, Ioniq,2019,22491,Automatic,5500,Hybrid,135,78.5,1.6
1418, I10,2018,7695,Manual,15885,Petrol,145,60.1,1.0
1419, Santa Fe,2019,33695,Semi-Auto,1785,Diesel,145,39.2,2.2
1420, Kona,2019,13695,Manual,4861,Petrol,145,44.1,1.0
1421, Tucson,2018,16990,Semi-Auto,32482,Diesel,145,57.7,1.7
1422, Kona,2019,15995,Manual,1442,Petrol,145,44.1,1.0
1423, I10,2020,13366,Manual,3600,Petrol,150,53.3,1.0
1424, Kona,2018,14999,Manual,5880,Petrol,145,52.3,1.0
1425, I40,2016,11094,Manual,34504,Diesel,30,65.7,1.7
1426, Tucson,2017,10995,Manual,62382,Diesel,30,61.7,1.7
1427, I10,2017,6089,Manual,52539,Petrol,30,57.7,1.2
1428, Tucson,2016,11780,Semi-Auto,66899,Diesel,125,57.6,1.7
1429, I10,2016,6500,Manual,24740,Petrol,20,60.1,1.0
1430, Tucson,2018,14678,Manual,11398,Petrol,145,35.3,1.6
1431, I10,2017,7259,Manual,29889,Petrol,145,60.1,1.0
1432, Tucson,2020,23495,Manual,2256,Petrol,145,34.9,1.6
1433, IX20,2017,8750,Manual,13675,Diesel,145,64.2,1.6
1434, I10,2018,9699,Manual,11606,Petrol,145,57.7,1.2
1435, I10,2015,6250,Manual,23869,Petrol,20,60.1,1.0
1436, Tucson,2019,21995,Manual,5981,Petrol,145,34.9,1.6
1437, Ioniq,2017,15190,Automatic,20005,Hybrid,140,78.5,1.6
1438, Kona,2018,12998,Manual,19001,Petrol,145,52.3,1.0
1439, I800,2018,15995,Automatic,32383,Diesel,145,28.0,2.5
1440, I30,2016,8999,Manual,53878,Diesel,20,72.4,1.6
1441, I20,2010,3695,Manual,35000,Petrol,125,54.3,1.2
1442, Tucson,2018,18000,Manual,4188,Diesel,145,48.7,1.6
1443, Santa Fe,2017,18500,Manual,39608,Diesel,200,47.1,2.2
1444, IX35,2014,7840,Manual,50664,Diesel,145,53.3,1.7
1445, I30,2019,27800,Manual,1,Petrol,145,34.0,2.0
1446, Kona,2019,19995,Manual,50,Petrol,145,44.1,1.0
1447, I10,2016,9995,Automatic,11000,Petrol,145,47.9,1.2
1448, Ioniq,2019,16995,Automatic,8809,Hybrid,135,78.5,1.6
1449, I10,2016,6499,Manual,39267,Petrol,20,60.1,1.0
1450, I30,2017,10099,Manual,31546,Diesel,145,74.3,1.6
1451, I10,2019,9000,Manual,9995,Petrol,145,57.6,1.2
1452, Tucson,2016,11998,Manual,51963,Diesel,30,61.7,1.7
1453, I10,2020,13294,Manual,1530,Petrol,145,53.3,1.0
1454, Ioniq,2017,14385,Semi-Auto,46899,Hybrid,0,78.5,1.6
1455, I20,2017,9121,Manual,6346,Petrol,150,58.9,1.2
1456, I10,2017,6400,Manual,30500,Petrol,145,57.7,1.2
1457, I10,2017,6995,Manual,8616,Petrol,145,60.1,1.0
1458, IX35,2013,7490,Automatic,69652,Diesel,300,39.2,2.0
1459, I10,2017,8397,Semi-Auto,27585,Petrol,145,47.9,1.2
1460, I30,2020,26990,Manual,1300,Petrol,150,34.0,2.0
1461, I10,2016,6110,Manual,28386,Petrol,20,61.4,1.0
1462, I30,2017,10498,Manual,29304,Diesel,145,74.3,1.6
1463, I20,2019,11495,Manual,5000,Petrol,145,47.9,1.0
1464, I30,2017,10290,Manual,17921,Petrol,145,56.5,1.0
1465, I20,2015,6500,Manual,40700,Petrol,30,55.4,1.2
1466, I10,2019,9491,Manual,3000,Petrol,145,49.6,1.0
1467, I10,2019,8270,Manual,8835,Petrol,145,60.1,1.0
1468, Tucson,2017,15498,Semi-Auto,18062,Diesel,145,57.6,1.7
1469, Tucson,2017,13995,Manual,13330,Diesel,30,61.7,1.7
1470, IX35,2013,7990,Manual,65900,Diesel,150,48.7,1.7
1471, Santa Fe,2017,15998,Manual,48034,Diesel,205,47.1,2.2
1472, I800,2018,15998,Manual,37324,Diesel,145,28.0,2.5
1473, Santa Fe,2015,11500,Automatic,91700,Diesel,265,41.5,2.2
1474, IX35,2015,9950,Manual,7000,Petrol,160,44.1,1.6
1475, Tucson,2016,14500,Semi-Auto,14996,Diesel,125,57.6,1.7
1476, I10,2017,6798,Manual,30010,Petrol,145,60.1,1.0
1477, Tucson,2017,12790,Manual,32127,Diesel,30,61.7,1.7
1478, I40,2019,21990,Semi-Auto,1650,Diesel,145,54.3,1.6
1479, I30,2018,10700,Manual,25501,Petrol,150,56.5,1.0
1480, Tucson,2017,12998,Manual,40262,Diesel,145,61.7,1.7
1481, I10,2015,8496,Semi-Auto,16229,Petrol,145,47.9,1.2
1482, I10,2019,9400,Manual,4419,Petrol,145,60.1,0.0
1483, Tucson,2017,12995,Manual,12490,Petrol,160,44.8,1.6
1484, Tucson,2017,15469,Manual,14691,Diesel,145,54.3,2.0
1485, Ioniq,2017,14999,Automatic,23000,Hybrid,0,78.5,1.6
1486, I10,2020,12190,Manual,1958,Petrol,150,56.5,1.0
1487, Tucson,2019,15498,Manual,15196,Petrol,145,34.9,1.6
1488, Tucson,2016,10100,Manual,64038,Diesel,30,61.7,1.7
1489, I30,2019,22880,Manual,6996,Petrol,145,34.0,2.0
1490, I10,2018,7495,Manual,14642,Petrol,145,60.1,1.0
1491, Santa Fe,2017,17400,Manual,28366,Diesel,150,47.1,2.2
1492, Tucson,2018,12698,Manual,14183,Petrol,145,44.8,1.6
1493, I10,2014,6630,Manual,8896,Petrol,20,60.1,1.0
1494, Kona,2018,17495,Manual,18,Petrol,145,44.1,1.0
1495, Tucson,2019,15498,Manual,14231,Petrol,145,34.9,1.6
1496, I30,2018,12991,Manual,6526,Petrol,150,45.6,1.0
1497, I20,2018,9500,Manual,18000,Petrol,150,62.8,1.0
1498, I40,2018,11985,Manual,17755,Diesel,145,67.3,1.7
1499, I10,2017,8498,Manual,5676,Petrol,30,57.7,1.2
1500, Tucson,2018,16495,Semi-Auto,33500,Diesel,145,57.7,1.7
1501, I20,2016,6990,Manual,19947,Petrol,30,55.4,1.2
1502, Tucson,2019,17571,Manual,3737,Petrol,145,34.9,1.6
1503, I800,2018,15498,Manual,37485,Diesel,145,28.0,2.5
1504, Kona,2018,16998,Manual,4829,Petrol,150,44.1,1.0
1505, Kona,2019,24295,Automatic,1000,Hybrid,135,52.3,1.6
1506, I10,2017,7498,Manual,2375,Petrol,150,60.1,1.0
1507, Tucson,2019,15498,Manual,17865,Petrol,145,34.9,1.6
1508, I30,2019,23995,Manual,150,Petrol,150,34.0,2.0
1509, Tucson,2017,13100,Manual,31164,Diesel,145,61.7,1.7
1510, I40,2015,11995,Automatic,17200,Diesel,200,47.1,1.7
1511, I10,2013,4044,Manual,37489,Petrol,20,61.4,1.2
1512, Tucson,2015,10398,Manual,56525,Diesel,30,61.7,1.7
1513, Tucson,2019,23490,Manual,8641,Hybrid,145,47.9,1.6
1514, I10,2016,8999,Automatic,12700,Petrol,150,47.9,1.2
1515, I10,2017,6650,Manual,13997,Petrol,145,60.1,1.0
1516, I20,2018,9995,Automatic,30239,Petrol,150,45.6,1.4
1517, I10,2017,6610,Manual,14010,Petrol,20,60.1,1.0
1518, I10,2019,7899,Manual,3001,Petrol,145,60.1,1.0
1519, IX20,2011,5490,Manual,22000,Petrol,125,50.4,1.4
1520, I10,2015,8695,Semi-Auto,8537,Petrol,145,47.9,1.2
1521, I20,2015,7500,Manual,28123,Petrol,30,56.5,0.0
1522, I10,2018,8490,Manual,14597,Petrol,145,60.1,1.0
1523, Tucson,2016,14995,Manual,25044,Diesel,125,58.9,2.0
1524, Tucson,2019,16990,Manual,5000,Petrol,145,34.9,1.6
1525, Tucson,2018,17350,Automatic,16500,Petrol,145,36.2,1.6
1526, I40,2016,10695,Semi-Auto,27000,Diesel,125,56.5,1.7
1527, Kona,2018,14964,Manual,13733,Petrol,145,44.1,1.0
1528, Santa Fe,2019,34864,Automatic,4000,Diesel,145,39.2,2.2
1529, I30,2012,5995,Manual,64008,Diesel,30,64.2,1.6
1530, I30,2018,13995,Semi-Auto,5908,Diesel,145,68.9,1.6
1531, I10,2020,14000,Manual,2458,Petrol,145,53.3,1.0
1532, Tucson,2017,14270,Manual,14752,Petrol,145,44.8,1.6
1533, I30,2014,5999,Manual,47210,Petrol,150,47.1,1.4
1534, I20,2018,8600,Manual,17472,Petrol,145,55.4,1.2
1535, Ioniq,2018,18000,Automatic,15850,Hybrid,135,78.5,1.6
1536, Kona,2017,14025,Manual,12515,Petrol,145,52.3,1.0
1537, Kona,2019,15495,Manual,1990,Petrol,145,44.1,1.0
1538, I20,2018,9285,Manual,16899,Petrol,150,58.9,1.2
1539, Tucson,2016,11495,Manual,15800,Diesel,30,61.7,1.7
1540, I20,2015,6900,Manual,37000,Petrol,30,55.4,1.2
1541, Santa Fe,2020,35995,Semi-Auto,1088,Diesel,145,39.2,2.2
1542, I10,2020,12995,Manual,921,Petrol,145,55.4,1.2
1543, I30,2018,9498,Manual,14319,Petrol,145,57.7,1.0
1544, IX20,2016,8277,Automatic,22109,Petrol,160,43.5,1.6
1545, I10,2018,6865,Manual,30360,Petrol,145,60.1,1.0
1546, I30,2019,25687,Manual,1500,Petrol,145,34.0,2.0
1547, Tucson,2018,17495,Manual,17330,Petrol,145,38.7,1.6
1548, Tucson,2018,14788,Manual,22115,Petrol,150,44.8,1.6
1549, I10,2017,92000,Automatic,35460,Petrol,150,47.9,1.2
1550, I20,2019,10795,Manual,5000,Petrol,145,46.3,1.2
1551, IX20,2016,7484,Manual,53220,Petrol,125,50.4,1.4
1552, Tucson,2019,15498,Manual,15091,Petrol,145,34.9,1.6
1553, Tucson,2017,15795,Manual,23295,Diesel,200,47.9,2.0
1554, I20,2015,7798,Manual,23001,Petrol,30,55.4,1.2
1555, Kona,2019,14969,Manual,12211,Petrol,145,44.1,1.0
1556, Ioniq,2019,21800,Semi-Auto,2439,Hybrid,135,62.8,1.6
1557, I10,2017,6999,Manual,30347,Petrol,145,57.7,1.2
1558, Tucson,2018,16490,Manual,67250,Petrol,150,34.9,1.6
1559, Kona,2018,15498,Manual,5913,Petrol,145,44.1,1.0
1560, I30,2018,11695,Manual,15673,Diesel,145,74.3,1.6
1561, Santa Fe,2018,20995,Semi-Auto,35887,Diesel,145,42.8,2.2
1562, IX35,2015,8795,Manual,45163,Diesel,145,53.3,1.7
1563, Tucson,2019,22495,Semi-Auto,15511,Petrol,150,35.8,1.6
1564, IX20,2015,7995,Automatic,37500,Petrol,200,43.6,1.6
1565, Tucson,2018,16780,Semi-Auto,33530,Petrol,145,39.8,1.6
1566, Kona,2019,22995,Semi-Auto,10,Petrol,145,37.7,1.6
1567, IX35,2014,8490,Manual,35000,Diesel,150,53.3,1.7
1568, I40,2017,10465,Manual,34328,Diesel,145,67.3,1.7
1569, Ioniq,2018,18298,Automatic,9151,Hybrid,135,78.5,1.6
1570, I30,2017,8450,Manual,61942,Diesel,20,72.4,1.6
1571, Tucson,2017,15490,Manual,20018,Diesel,30,61.4,1.7
1572, Tucson,2016,12495,Manual,25897,Diesel,30,61.7,1.7
1573, Santa Fe,2019,32995,Semi-Auto,3920,Diesel,145,39.2,2.2
1574, Kona,2018,13995,Manual,15493,Petrol,145,52.3,1.0
1575, I10,2017,7259,Manual,30233,Petrol,145,60.1,1.0
1576, Tucson,2019,18414,Semi-Auto,10616,Petrol,145,36.2,1.6
1577, Tucson,2017,13798,Manual,2916,Diesel,145,61.7,1.7
1578, Santa Fe,2014,11991,Semi-Auto,69059,Diesel,260,41.5,2.2
1579, I30,2019,16995,Manual,2511,Petrol,145,42.2,1.4
1580, I20,2019,12495,Manual,5000,Petrol,145,46.3,1.2
1581, I40,2014,7995,Automatic,66200,Diesel,205,47.1,1.7
1582, I20,2018,9490,Manual,4222,Petrol,145,46.3,1.2
1583, I10,2018,8500,Manual,9196,Petrol,145,57.6,1.2
1584, I10,2017,8000,Manual,12645,Petrol,145,60.1,1.0
1585, Tucson,2019,26000,Semi-Auto,4338,Hybrid,145,50.4,1.6
1586, I10,2018,7495,Manual,7766,Petrol,145,60.1,1.0
1587, Tucson,2019,21990,Automatic,3168,Hybrid,145,50.4,1.6
1588, I30,2019,12998,Manual,14121,Diesel,145,58.9,1.6
1589, Tucson,2019,23991,Semi-Auto,20,Petrol,145,36.2,1.6
1590, Kona,2018,18500,Semi-Auto,10344,Petrol,145,34.0,1.6
1591, Tucson,2016,12298,Manual,14756,Diesel,30,61.7,1.7
1592, IX20,2010,4495,Manual,62000,Petrol,120,50.4,1.4
1593, I10,2017,7000,Manual,31232,Petrol,145,57.7,0.0
1594, Tucson,2015,15495,Manual,42861,Diesel,200,47.9,2.0
1595, Tucson,2019,16922,Manual,4292,Petrol,145,34.9,1.6
1596, I800,2018,14800,Automatic,33138,Diesel,150,28.0,2.5
1597, Tucson,2017,15040,Semi-Auto,12356,Diesel,125,57.6,1.7
1598, Tucson,2017,12450,Manual,17783,Petrol,160,44.8,1.6
1599, I10,2019,8995,Manual,4000,Petrol,145,49.6,1.0
1600, I20,2015,7295,Manual,40000,Petrol,125,51.4,1.4
1601, I40,2016,8850,Manual,38572,Diesel,20,67.3,1.7
1602, IX20,2016,8189,Manual,28500,Petrol,125,50.4,1.4
1603, I10,2017,7695,Manual,5600,Petrol,20,60.1,1.0
1604, Kona,2018,12995,Manual,9505,Petrol,150,52.3,1.0
1605, Tucson,2017,14985,Manual,38192,Diesel,145,54.3,2.0
1606, I30,2016,9498,Manual,17784,Diesel,0,78.4,1.6
1607, I40,2015,9498,Manual,33036,Diesel,20,67.3,1.7
1608, Tucson,2017,12355,Manual,25948,Petrol,160,44.8,1.6
1609, I10,2018,8290,Manual,6740,Petrol,145,60.1,1.0
1610, I30,2013,5998,Manual,59039,Diesel,0,74.3,1.6
1611, I10,2014,5495,Manual,38751,Petrol,20,60.1,1.0
1612, Santa Fe,2019,32995,Semi-Auto,7119,Diesel,145,39.2,2.2
1613, Ioniq,2017,15200,Automatic,29058,Hybrid,0,78.5,1.6
1614, I30,2018,13470,Semi-Auto,6726,Diesel,145,68.9,1.6
1615, IX20,2018,12495,Manual,10720,Petrol,145,50.4,1.4
1616, I10,2016,5500,Manual,46000,Petrol,20,60.1,1.0
1617, Tucson,2018,19894,Automatic,8700,Diesel,145,47.1,1.6
1618, I10,2018,8345,Manual,10010,Petrol,145,60.1,1.0
1619, I10,2016,8250,Manual,7600,Petrol,30,57.6,1.2
1620, Tucson,2017,15498,Manual,26826,Diesel,30,61.4,1.7
1621, Santa Fe,2015,15990,Manual,21998,Diesel,200,46.3,2.2
1622, Tucson,2016,14495,Semi-Auto,29856,Diesel,125,57.6,1.7
1623, Tucson,2018,14949,Manual,8225,Petrol,150,44.8,1.6
1624, I30,2019,24990,Manual,3000,Petrol,145,34.0,2.0
1625, Kona,2019,22020,Semi-Auto,2135,Petrol,150,34.0,1.6
1626, Tucson,2017,14291,Manual,39530,Diesel,30,61.7,1.7
1627, IX35,2013,7298,Manual,50998,Diesel,145,48.7,1.7
1628, I10,2017,6820,Manual,28585,Petrol,145,60.1,1.0
1629, Tucson,2019,15998,Manual,19231,Petrol,150,34.9,1.6
1630, Tucson,2017,10998,Manual,36571,Diesel,30,61.7,1.7
1631, I20,2018,8895,Manual,16764,Petrol,150,58.9,1.2
1632, Tucson,2016,16990,Manual,27923,Diesel,205,47.9,2.0
1633, Santa Fe,2016,16495,Semi-Auto,47077,Diesel,235,42.8,2.2
1634, I10,2019,8990,Manual,1222,Petrol,145,49.6,1.0
1635, I10,2018,7995,Manual,1480,Petrol,150,60.1,1.0
1636, I10,2017,7000,Manual,23329,Petrol,145,60.1,1.0
1637, Kona,2019,22858,Automatic,8112,Hybrid,135,52.3,1.6
