,model,year,price,transmission,mileage,fuelType,engineSize
2245, C Class,2019,28880,Automatic,8439,Diesel,2.0
2246, C Class,2017,18981,Semi-Auto,25688,Diesel,2.1
2247, C Class,2019,45980,Semi-Auto,2617,Petrol,3.0
2248, C Class,2019,29995,Semi-Auto,6828,Petrol,2.0
2249, C Class,2016,14981,Semi-Auto,35000,Diesel,1.6
2250, C Class,2019,35049,Semi-Auto,1000,Petrol,1.5
2251, C Class,2017,18899,Semi-Auto,27560,Diesel,2.1
2252, C Class,2019,38991,Automatic,4811,Diesel,2.0
2253, C Class,2018,23149,Semi-Auto,17000,Diesel,2.1
2254, C Class,2017,22495,Automatic,12028,Diesel,2.1
2255, C Class,2017,22399,Semi-Auto,19906,Petrol,2.0
2256, C Class,2019,25799,Semi-Auto,1000,Petrol,1.5
2257, C Class,2018,26690,Automatic,16132,Diesel,2.0
2258, C Class,2019,28980,Automatic,2950,Petrol,2.0
2259, C Class,2016,18480,Semi-Auto,25996,Diesel,2.1
2260, C Class,2017,15450,Semi-Auto,36368,Diesel,2.1
2261, C Class,2019,27195,Automatic,4114,Diesel,2.0
2262, C Class,2019,31899,Semi-Auto,1733,Diesel,2.0
2263, C Class,2019,35891,Automatic,4721,Diesel,2.0
2264, C Class,2017,19480,Semi-Auto,16419,Diesel,2.1
2265, C Class,2020,37995,Semi-Auto,5000,Petrol,1.5
2266, C Class,2019,26925,Semi-Auto,9938,Petrol,1.5
2267, C Class,2016,17979,Automatic,47448,Hybrid,2.0
2268, C Class,2018,19950,Semi-Auto,33082,Diesel,2.1
2269, C Class,2016,17672,Automatic,31656,Diesel,2.1
2270, C Class,2016,15675,Manual,39287,Diesel,2.1
2271, C Class,2019,25890,Automatic,4074,Petrol,1.5
2272, C Class,2019,22899,Semi-Auto,14959,Diesel,2.0
2273, C Class,2017,17490,Automatic,37484,Diesel,2.1
2274, C Class,2018,18700,Semi-Auto,26765,Diesel,2.1
2275, C Class,2019,34890,Automatic,21927,Petrol,3.0
2276, C Class,2019,31390,Automatic,3000,Petrol,1.5
2277, C Class,2019,27980,Semi-Auto,3846,Diesel,1.6
2278, C Class,2017,18991,Automatic,34682,Diesel,2.1
2279, C Class,2017,16767,Automatic,24425,Diesel,2.1
2280, C Class,2018,19056,Automatic,25833,Petrol,2.0
2281, C Class,2015,10477,Semi-Auto,81816,Petrol,2.0
2282, C Class,2017,21800,Automatic,34408,Petrol,2.0
2283, C Class,2016,20990,Automatic,23000,Diesel,2.1
2284, C Class,2016,19699,Semi-Auto,30611,Diesel,2.1
2285, C Class,2016,19690,Semi-Auto,38087,Diesel,2.1
2286, C Class,2017,22170,Semi-Auto,19155,Diesel,2.1
2287, C Class,2019,26399,Semi-Auto,3553,Petrol,2.0
2288, C Class,2016,36950,Automatic,18000,Petrol,4.0
2289, C Class,2016,20365,Semi-Auto,21430,Petrol,2.0
2290, C Class,2017,24132,Semi-Auto,12586,Diesel,2.1
2291, C Class,2019,29980,Semi-Auto,1568,Diesel,1.6
2292, C Class,2015,13362,Automatic,74044,Diesel,2.1
2293, C Class,2016,18124,Semi-Auto,45868,Diesel,2.1
2294, C Class,2015,18990,Semi-Auto,25199,Diesel,2.1
2295, C Class,2019,27924,Semi-Auto,9249,Diesel,2.0
2296, C Class,2019,23994,Automatic,12794,Petrol,1.5
2297, C Class,2019,32429,Semi-Auto,1000,Diesel,2.0
2298, C Class,2019,29500,Semi-Auto,6643,Petrol,2.0
2299, C Class,2019,36248,Automatic,1100,Diesel,2.0
2300, C Class,2017,21650,Automatic,33943,Petrol,2.0
2301, C Class,2019,27900,Automatic,4507,Diesel,2.0
2302, C Class,2017,19995,Automatic,55842,Petrol,2.0
2303, C Class,2019,30995,Semi-Auto,1,Diesel,2.0
2304, C Class,2016,14499,Manual,11638,Diesel,2.1
2305, C Class,2017,23495,Semi-Auto,23033,Diesel,2.1
2306, C Class,2019,24998,Semi-Auto,15009,Petrol,1.5
2307, C Class,2017,23250,Automatic,15384,Petrol,2.0
2308, C Class,2019,20480,Semi-Auto,14620,Petrol,1.5
2309, C Class,2016,17750,Semi-Auto,22090,Diesel,2.1
2310, C Class,2015,14440,Semi-Auto,30380,Diesel,2.1
2311, C Class,2019,25389,Semi-Auto,2000,Petrol,1.5
2312, C Class,2015,13999,Manual,42407,Diesel,2.1
2313, C Class,2016,16950,Automatic,24080,Petrol,2.0
2314, C Class,2007,3890,Automatic,87000,Petrol,1.8
2315, C Class,2015,17999,Semi-Auto,15566,Petrol,2.0
2316, C Class,2017,20249,Automatic,22011,Diesel,2.1
2317, C Class,2019,30499,Semi-Auto,9426,Diesel,2.0
2318, C Class,2018,42525,Semi-Auto,10467,Petrol,4.0
2319, C Class,2019,24000,Semi-Auto,5207,Petrol,1.5
2320, C Class,2015,12795,Automatic,101480,Diesel,2.1
2321, C Class,2019,30500,Semi-Auto,3180,Diesel,2.0
2322, C Class,2015,13100,Automatic,63955,Diesel,2.1
2323, C Class,2017,44520,Automatic,12450,Petrol,4.0
2324, C Class,2017,16950,Automatic,22000,Diesel,2.1
2325, C Class,2019,26995,Semi-Auto,6447,Diesel,2.0
2326, C Class,2019,26699,Semi-Auto,6718,Petrol,1.5
2327, C Class,2015,18199,Automatic,33720,Diesel,2.1
2328, C Class,2019,23289,Automatic,15194,Diesel,2.0
2329, C Class,2016,22991,Semi-Auto,9443,Petrol,2.0
2330, C Class,2020,39900,Automatic,600,Diesel,2.0
2331, C Class,2015,13498,Manual,31125,Diesel,2.1
2332, C Class,2017,15600,Automatic,62498,Diesel,2.1
2333, C Class,2017,15495,Manual,31070,Petrol,2.0
2334, C Class,2019,25480,Semi-Auto,12016,Petrol,1.5
2335, C Class,2016,14495,Automatic,50995,Diesel,1.6
2336, C Class,2019,26500,Semi-Auto,5678,Diesel,2.0
2337, C Class,2018,17900,Automatic,28446,Diesel,2.1
2338, C Class,2017,18999,Semi-Auto,9198,Petrol,2.0
2339, C Class,2019,21980,Semi-Auto,5572,Petrol,1.5
2340, C Class,2019,29690,Automatic,5653,Diesel,2.0
2341, C Class,2016,15067,Manual,21553,Diesel,1.6
2342, C Class,2017,14670,Automatic,51406,Diesel,2.1
2343, C Class,2017,22449,Semi-Auto,44998,Diesel,2.1
2344, C Class,2017,19200,Automatic,29695,Diesel,2.1
2345, C Class,2020,61995,Automatic,20,Petrol,4.0
2346, C Class,2017,20100,Automatic,24348,Diesel,2.1
2347, C Class,2019,22980,Semi-Auto,16302,Petrol,1.5
2348, C Class,2016,13691,Semi-Auto,36538,Diesel,1.6
2349, C Class,2019,19749,Semi-Auto,14619,Petrol,1.5
2350, C Class,2019,30099,Semi-Auto,4701,Diesel,1.6
2351, C Class,2019,25149,Semi-Auto,15184,Petrol,1.5
2352, C Class,2017,20991,Semi-Auto,26000,Hybrid,2.1
2353, C Class,2017,23942,Automatic,30124,Petrol,2.0
2354, C Class,2019,29890,Automatic,1646,Petrol,2.0
2355, C Class,2017,22767,Automatic,30676,Diesel,2.1
2356, C Class,2016,14000,Automatic,45000,Diesel,2.1
2357, C Class,2019,67199,Semi-Auto,2270,Petrol,4.0
2358, C Class,2013,8751,Semi-Auto,91046,Diesel,2.1
2359, C Class,2019,38596,Semi-Auto,2055,Petrol,3.0
2360, C Class,2018,21960,Semi-Auto,31639,Diesel,2.0
2361, C Class,2016,14000,Automatic,45000,Diesel,2.1
2362, C Class,2019,32540,Automatic,2960,Diesel,2.0
2363, C Class,2014,13791,Semi-Auto,53144,Diesel,2.1
2364, C Class,2016,18349,Semi-Auto,33456,Diesel,2.1
2365, C Class,2019,26599,Semi-Auto,4000,Petrol,1.5
2366, C Class,2019,31346,Automatic,3001,Petrol,2.0
2367, C Class,2018,19950,Semi-Auto,33082,Diesel,2.1
2368, C Class,2013,22995,Semi-Auto,49964,Petrol,6.2
2369, C Class,2017,23111,Semi-Auto,24698,Petrol,2.0
2370, C Class,2020,29880,Semi-Auto,3000,Diesel,2.0
2371, C Class,2015,13990,Automatic,29000,Diesel,2.1
2372, C Class,2017,22767,Automatic,30676,Diesel,2.1
2373, C Class,2019,37950,Automatic,1820,Diesel,2.0
2374, C Class,2019,28799,Semi-Auto,5136,Diesel,1.6
2375, C Class,2020,30990,Automatic,6000,Diesel,2.0
2376, C Class,2019,29990,Automatic,4850,Diesel,2.0
2377, C Class,2018,18500,Automatic,28248,Diesel,2.1
2378, C Class,2019,19849,Semi-Auto,14084,Petrol,1.5
2379, C Class,2019,30499,Semi-Auto,11159,Diesel,2.0
2380, C Class,2019,29799,Semi-Auto,8959,Diesel,2.0
2381, C Class,2016,18399,Automatic,45250,Diesel,2.1
2382, C Class,2016,34380,Semi-Auto,15554,Petrol,3.0
2383, C Class,2016,14000,Automatic,45000,Diesel,2.1
2384, C Class,2019,25799,Automatic,2177,Petrol,1.5
2385, C Class,2014,11750,Automatic,47183,Diesel,2.1
2386, C Class,2019,29998,Semi-Auto,8520,Diesel,2.0
2387, C Class,2016,13490,Automatic,99217,Diesel,2.1
2388, C Class,2015,14900,Automatic,35553,Diesel,2.1
2389, C Class,2019,67000,Automatic,2800,Petrol,4.0
2390, C Class,2017,26249,Automatic,22571,Diesel,2.1
2391, C Class,2019,25899,Semi-Auto,10662,Petrol,1.5
2392, C Class,2013,10999,Manual,57000,Diesel,2.1
2393, C Class,2019,28998,Semi-Auto,5116,Diesel,2.0
2394, C Class,2019,27698,Semi-Auto,14999,Diesel,2.0
2395, C Class,2019,34399,Semi-Auto,3414,Petrol,2.0
2396, C Class,2015,15250,Semi-Auto,43348,Diesel,2.1
2397, C Class,2015,13649,Semi-Auto,35464,Diesel,2.1
2398, C Class,2015,18736,Semi-Auto,27276,Petrol,2.0
2399, C Class,2016,16475,Manual,40569,Diesel,2.1
2400, C Class,2020,48879,Semi-Auto,1000,Petrol,3.0
2401, C Class,2019,25599,Semi-Auto,12187,Petrol,1.5
2402, C Class,2020,29950,Semi-Auto,101,Diesel,2.0
2403, C Class,2019,25299,Semi-Auto,10061,Petrol,1.5
2404, C Class,2019,28400,Automatic,8820,Diesel,2.0
2405, C Class,2017,22950,Automatic,19000,Petrol,2.0
2406, C Class,2020,33599,Automatic,500,Diesel,2.0
2407, C Class,2018,22995,Automatic,19044,Hybrid,2.0
2408, C Class,2018,18899,Automatic,21315,Diesel,2.1
2409, C Class,2016,17500,Automatic,35444,Diesel,2.1
2410, C Class,2014,10999,Automatic,53386,Diesel,2.1
2411, C Class,2018,22998,Semi-Auto,18739,Diesel,2.1
2412, C Class,2017,19545,Semi-Auto,32000,Diesel,2.1
2413, C Class,2017,23995,Semi-Auto,32800,Diesel,2.1
2414, C Class,2019,19799,Semi-Auto,14262,Petrol,1.5
2415, C Class,2020,29999,Semi-Auto,100,Diesel,2.0
2416, C Class,2019,41400,Semi-Auto,3615,Petrol,3.0
2417, C Class,2019,29990,Automatic,6542,Diesel,2.0
2418, C Class,2019,21400,Automatic,6000,Petrol,1.5
2419, C Class,2019,26980,Semi-Auto,6584,Petrol,1.5
2420, C Class,2016,19999,Automatic,23905,Diesel,2.1
2421, C Class,2019,25980,Semi-Auto,12810,Petrol,1.5
2422, C Class,2012,8450,Automatic,86663,Petrol,1.6
2423, C Class,2016,19995,Semi-Auto,17560,Petrol,2.0
2424, C Class,2019,34579,Semi-Auto,1000,Petrol,1.5
2425, C Class,2017,17440,Semi-Auto,63019,Diesel,2.1
2426, C Class,2017,19945,Semi-Auto,16425,Diesel,1.6
2427, C Class,2019,26049,Semi-Auto,9785,Petrol,1.5
2428, C Class,2019,29980,Semi-Auto,4616,Diesel,2.0
2429, C Class,2019,29500,Semi-Auto,6936,Petrol,2.0
2430, C Class,2017,21999,Semi-Auto,10288,Petrol,2.0
2431, C Class,2014,15698,Semi-Auto,39920,Diesel,2.1
2432, C Class,2016,16680,Semi-Auto,45588,Diesel,2.1
2433, C Class,2015,10791,Manual,129000,Diesel,2.1
2434, C Class,2017,31664,Automatic,19067,Petrol,3.0
2435, C Class,2019,24998,Automatic,2073,Petrol,1.5
2436, C Class,2019,32199,Semi-Auto,2985,Petrol,1.5
2437, C Class,2014,13100,Semi-Auto,78845,Diesel,2.1
2438, C Class,2019,23990,Automatic,14271,Petrol,1.5
2439, C Class,2019,30995,Automatic,6959,Diesel,2.0
2440, C Class,2014,15701,Automatic,20498,Diesel,2.1
2441, C Class,2015,11591,Manual,94000,Diesel,2.1
2442, C Class,2015,16990,Semi-Auto,36798,Diesel,2.1
2443, C Class,2019,24999,Semi-Auto,11842,Petrol,1.5
2444, C Class,2019,24299,Semi-Auto,11403,Diesel,2.0
2445, C Class,2019,32399,Automatic,5415,Petrol,2.0
2446, C Class,2016,16326,Automatic,52819,Hybrid,2.0
2447, C Class,2015,13599,Automatic,44598,Diesel,2.1
2448, C Class,2019,33699,Automatic,1000,Petrol,2.0
2449, C Class,2016,24950,Semi-Auto,17635,Diesel,2.1
2450, C Class,2017,23890,Semi-Auto,23479,Petrol,2.0
2451, C Class,2019,25490,Semi-Auto,10079,Petrol,1.5
2452, C Class,2020,36209,Semi-Auto,1000,Petrol,2.0
2453, C Class,2017,19465,Automatic,35599,Petrol,2.0
2454, C Class,2017,19895,Semi-Auto,8142,Diesel,2.1
2455, C Class,2019,31539,Automatic,118,Diesel,2.0
2456, C Class,2017,18896,Semi-Auto,16323,Diesel,2.1
2457, C Class,2019,24549,Semi-Auto,2575,Petrol,1.5
2458, C Class,2017,21750,Automatic,34450,Hybrid,2.0
2459, C Class,2019,24500,Semi-Auto,9200,Petrol,1.5
2460, C Class,2017,25599,Semi-Auto,17500,Petrol,2.0
2461, C Class,2019,25499,Semi-Auto,13896,Petrol,1.5
2462, C Class,2016,18999,Semi-Auto,28500,Diesel,2.1
2463, C Class,2016,19999,Automatic,30497,Hybrid,2.0
2464, C Class,2018,20900,Automatic,12500,Diesel,2.0
2465, C Class,2014,14800,Automatic,55445,Diesel,2.1
2466, C Class,2019,27299,Semi-Auto,1000,Petrol,1.5
2467, C Class,2019,27490,Automatic,5479,Diesel,2.0
2468, C Class,2018,20771,Semi-Auto,18321,Diesel,2.1
2469, C Class,2019,26499,Manual,890,Diesel,1.6
2470, C Class,2019,24499,Semi-Auto,14525,Petrol,1.5
2471, C Class,2020,30395,Automatic,2500,Diesel,2.0
2472, C Class,2017,22395,Semi-Auto,26853,Diesel,2.1
2473, C Class,2014,12600,Automatic,52379,Petrol,2.0
2474, C Class,2016,15952,Automatic,34327,Diesel,2.1
2475, C Class,2016,19290,Semi-Auto,17600,Diesel,2.1
2476, C Class,2017,23980,Automatic,13973,Diesel,2.1
2477, C Class,2019,33999,Semi-Auto,1000,Diesel,2.0
2478, C Class,2019,26495,Automatic,2999,Petrol,1.5
2479, C Class,2016,19099,Semi-Auto,5690,Diesel,2.1
2480, C Class,2019,29444,Automatic,15707,Diesel,2.0
2481, C Class,2016,14057,Manual,21443,Diesel,1.6
2482, C Class,2019,29399,Semi-Auto,7224,Diesel,2.0
2483, C Class,2019,46599,Semi-Auto,1724,Petrol,3.0
2484, C Class,2016,19798,Semi-Auto,29643,Diesel,2.1
2485, C Class,2018,26395,Semi-Auto,8793,Diesel,2.0
2486, C Class,2018,20990,Semi-Auto,19650,Petrol,2.0
2487, C Class,2016,20500,Automatic,25113,Diesel,2.1
2488, C Class,2017,27699,Semi-Auto,33475,Petrol,3.0
2489, C Class,2016,14649,Manual,40049,Diesel,1.6
2490, C Class,2018,29099,Semi-Auto,4898,Diesel,2.0
2491, C Class,2017,19000,Automatic,24798,Diesel,2.1
2492, C Class,2019,29480,Semi-Auto,13757,Petrol,1.5
2493, C Class,2019,29699,Semi-Auto,5409,Diesel,2.0
2494, C Class,2019,26799,Semi-Auto,2277,Petrol,1.5
2495, C Class,2017,22498,Semi-Auto,22888,Diesel,2.1
2496, C Class,2019,25980,Semi-Auto,14284,Diesel,2.0
2497, C Class,2017,16299,Automatic,30612,Diesel,2.1
2498, C Class,2016,14698,Manual,19864,Diesel,2.1
2499, C Class,2017,19680,Semi-Auto,16852,Diesel,2.1
2500, C Class,2019,28000,Semi-Auto,11549,Petrol,2.0
2501, C Class,2019,32069,Semi-Auto,1000,Diesel,2.0
2502, C Class,2019,31276,Automatic,5999,Petrol,2.0
2503, C Class,2019,22270,Automatic,3233,Petrol,1.6
2504, C Class,2019,20999,Semi-Auto,12394,Diesel,2.0
2505, C Class,2019,59995,Semi-Auto,1400,Petrol,4.0
2506, C Class,2019,41500,Semi-Auto,2317,Petrol,3.0
2507, C Class,2013,11900,Semi-Auto,33925,Petrol,1.6
2508, C Class,2019,23289,Semi-Auto,15458,Diesel,2.0
2509, C Class,2019,26550,Automatic,4001,Diesel,2.0
2510, C Class,2019,19849,Semi-Auto,14009,Petrol,1.5
2511, C Class,2019,31999,Semi-Auto,1000,Diesel,2.0
2512, C Class,2015,8692,Manual,150000,Diesel,2.1
2513, C Class,2019,22740,Automatic,17132,Diesel,2.0
2514, C Class,2019,27480,Automatic,8248,Diesel,2.0
2515, C Class,2017,23995,Semi-Auto,14120,Diesel,2.1
2516, C Class,2019,31890,Automatic,1499,Petrol,2.0
2517, C Class,2018,23100,Automatic,10424,Petrol,1.5
2518, C Class,2017,37946,Automatic,24711,Petrol,4.0
2519, C Class,2019,29980,Semi-Auto,2190,Diesel,2.0
2520, C Class,2019,28950,Automatic,4320,Petrol,2.0
2521, C Class,2019,28990,Automatic,5000,Petrol,1.6
2522, C Class,2020,41900,Automatic,6000,Diesel,2.0
2523, C Class,2013,12999,Automatic,23790,Diesel,2.1
2524, C Class,2018,19902,Semi-Auto,45734,Diesel,2.1
2525, C Class,2016,21600,Semi-Auto,33028,Diesel,2.1
2526, C Class,2019,24998,Semi-Auto,16103,Petrol,1.5
2527, C Class,2019,28382,Automatic,12585,Diesel,2.0
2528, C Class,2017,22489,Automatic,33412,Petrol,2.0
2529, C Class,2019,30181,Automatic,1786,Diesel,2.0
2530, C Class,2019,28290,Automatic,2300,Diesel,2.0
2531, C Class,2016,16600,Automatic,56827,Diesel,2.1
2532, C Class,2016,19298,Semi-Auto,27644,Diesel,2.1
2533, C Class,2017,24995,Automatic,19500,Diesel,2.1
2534, C Class,2017,20990,Automatic,18000,Diesel,2.1
2535, C Class,2015,18500,Automatic,8940,Diesel,2.1
2536, C Class,2019,21480,Manual,2332,Petrol,1.6
2537, C Class,2017,16595,Automatic,29814,Diesel,2.1
2538, C Class,2017,49991,Automatic,26000,Petrol,4.0
2539, C Class,2016,17699,Semi-Auto,43236,Diesel,2.1
2540, C Class,2019,32495,Automatic,7499,Petrol,1.5
2541, C Class,2019,24849,Automatic,1446,Petrol,1.5
2542, C Class,2016,16998,Semi-Auto,38830,Diesel,2.1
2543, C Class,2019,22706,Automatic,6602,Petrol,1.6
2544, C Class,2019,31609,Semi-Auto,1000,Diesel,2.0
2545, C Class,2017,26455,Automatic,8514,Diesel,2.1
2546, C Class,2017,25824,Semi-Auto,11499,Diesel,2.1
2547, C Class,2015,13000,Automatic,78070,Diesel,2.1
2548, C Class,2018,43750,Semi-Auto,11938,Petrol,4.0
2549, C Class,2019,26500,Automatic,6902,Petrol,1.5
2550, C Class,2015,16592,Semi-Auto,25230,Diesel,2.1
2551, C Class,2019,31980,Semi-Auto,5133,Petrol,1.5
2552, C Class,2019,37899,Semi-Auto,7411,Petrol,3.0
2553, C Class,2018,18999,Automatic,31708,Diesel,2.1
2554, C Class,2017,16498,Semi-Auto,29283,Diesel,2.1
2555, C Class,2016,17998,Manual,26100,Diesel,2.1
2556, C Class,2016,14700,Automatic,59023,Diesel,1.6
2557, C Class,2019,33789,Automatic,1000,Diesel,2.0
2558, C Class,2016,19990,Automatic,35000,Diesel,2.1
2559, C Class,2017,25900,Automatic,15808,Diesel,2.1
2560, C Class,2019,23849,Semi-Auto,15499,Petrol,1.5
2561, C Class,2019,29000,Semi-Auto,4998,Petrol,2.0
2562, C Class,2019,26299,Semi-Auto,13149,Diesel,2.0
2563, C Class,2020,33995,Semi-Auto,30,Diesel,2.0
2564, C Class,2020,34999,Semi-Auto,1500,Petrol,1.5
2565, C Class,2017,24699,Semi-Auto,19000,Petrol,2.0
2566, C Class,2019,30666,Automatic,10062,Diesel,2.0
2567, C Class,2013,8950,Automatic,74157,Diesel,2.1
2568, C Class,2019,22995,Semi-Auto,4374,Petrol,1.5
2569, C Class,2019,28904,Automatic,2407,Diesel,2.0
2570, C Class,2017,22999,Semi-Auto,26935,Diesel,2.1
2571, C Class,2016,14000,Automatic,83990,Hybrid,2.1
2572, C Class,2015,12000,Automatic,40005,Diesel,2.1
2573, C Class,2016,17999,Semi-Auto,18246,Petrol,2.0
2574, C Class,2019,24799,Semi-Auto,19484,Diesel,2.0
2575, C Class,2019,24648,Semi-Auto,10651,Diesel,2.1
2576, C Class,2013,7250,Manual,106000,Diesel,2.1
2577, C Class,2019,27826,Automatic,6522,Petrol,2.0
2578, C Class,2013,8595,Automatic,82685,Diesel,2.1
2579, C Class,2017,25498,Automatic,6067,Diesel,2.1
2580, C Class,2019,48491,Automatic,11347,Petrol,3.0
2581, C Class,2019,30199,Semi-Auto,10738,Diesel,2.0
2582, C Class,2018,22880,Semi-Auto,23061,Diesel,2.1
2583, C Class,2016,19750,Semi-Auto,25000,Diesel,2.1
2584, C Class,2020,67999,Semi-Auto,1500,Petrol,4.0
2585, C Class,2019,26299,Semi-Auto,8059,Petrol,1.5
2586, C Class,2019,29990,Automatic,5376,Petrol,2.0
2587, C Class,2013,13995,Automatic,24000,Petrol,1.6
2588, C Class,2017,21495,Semi-Auto,17442,Diesel,2.1
2589, C Class,2019,39790,Automatic,3700,Diesel,2.0
2590, C Class,2020,47980,Semi-Auto,4462,Petrol,3.0
2591, C Class,2018,28480,Semi-Auto,3748,Petrol,1.5
2592, C Class,2019,30480,Semi-Auto,249,Diesel,2.0
2593, C Class,2019,29890,Semi-Auto,5960,Diesel,2.0
2594, C Class,2016,19495,Automatic,45907,Hybrid,2.1
2595, C Class,2019,25000,Semi-Auto,13169,Petrol,1.5
2596, C Class,2019,27791,Semi-Auto,9057,Diesel,2.0
2597, C Class,2015,17700,Automatic,33430,Diesel,2.1
2598, C Class,2015,14995,Automatic,49850,Diesel,2.1
2599, C Class,2019,33719,Automatic,1000,Diesel,2.0
2600, C Class,2020,34790,Automatic,2653,Diesel,2.0
2601, C Class,2016,18000,Semi-Auto,24857,Diesel,2.1
2602, C Class,2018,39991,Automatic,9000,Petrol,3.0
2603, C Class,2019,26349,Semi-Auto,10299,Diesel,2.0
2604, C Class,2013,23000,Semi-Auto,43442,Petrol,6.2
2605, C Class,2019,25400,Semi-Auto,14682,Petrol,1.5
2606, C Class,2017,21362,Semi-Auto,16093,Diesel,2.1
2607, C Class,2018,19775,Semi-Auto,45335,Diesel,2.1
2608, C Class,2014,10995,Automatic,68000,Diesel,1.8
2609, C Class,2015,11689,Manual,76472,Diesel,2.1
2610, C Class,2019,19799,Semi-Auto,14301,Petrol,1.5
2611, C Class,2019,28599,Semi-Auto,1171,Diesel,2.0
2612, C Class,2017,23000,Semi-Auto,19000,Petrol,2.0
2613, C Class,2018,28752,Semi-Auto,8786,Diesel,2.0
2614, C Class,2020,35490,Automatic,2690,Diesel,2.0
2615, C Class,2016,15999,Semi-Auto,9000,Diesel,2.1
2616, C Class,2017,15311,Automatic,31371,Diesel,2.1
2617, C Class,2017,21489,Automatic,19878,Diesel,2.1
2618, C Class,2019,19980,Semi-Auto,14203,Petrol,1.5
2619, C Class,2019,42895,Automatic,4829,Petrol,3.0
2620, C Class,2017,20988,Automatic,30728,Petrol,2.0
2621, C Class,2015,18500,Automatic,30891,Diesel,2.1
2622, C Class,2018,28699,Semi-Auto,5234,Diesel,2.0
2623, C Class,2014,15280,Semi-Auto,25901,Diesel,2.1
2624, C Class,2017,23149,Semi-Auto,7900,Diesel,2.1
2625, C Class,2017,36000,Automatic,45979,Petrol,4.0
2626, C Class,2019,34579,Semi-Auto,1000,Petrol,1.5
2627, C Class,2020,31995,Semi-Auto,5000,Diesel,1.6
2628, C Class,2014,16300,Automatic,32613,Petrol,2.0
2629, C Class,2018,42995,Automatic,18000,Petrol,4.0
2630, C Class,2019,28315,Semi-Auto,10042,Diesel,2.0
2631, C Class,2019,36995,Automatic,100,Petrol,1.5
2632, C Class,2019,32399,Semi-Auto,2008,Petrol,1.5
2633, C Class,2009,6995,Automatic,42000,Petrol,1.6
2634, C Class,2018,17750,Automatic,27563,Diesel,2.1
2635, C Class,2019,29999,Semi-Auto,5276,Diesel,2.0
2636, C Class,2016,17250,Automatic,28192,Diesel,2.1
2637, C Class,2019,26396,Semi-Auto,14107,Diesel,2.0
2638, C Class,2017,15267,Manual,25820,Petrol,2.0
2639, C Class,2019,67940,Automatic,237,Petrol,4.0
2640, C Class,2019,23879,Manual,551,Petrol,1.6
2641, C Class,2019,32699,Semi-Auto,1362,Diesel,2.0
2642, C Class,2017,19999,Semi-Auto,27829,Diesel,2.1
2643, C Class,2014,12750,Semi-Auto,74000,Diesel,2.1
2644, C Class,2019,24999,Automatic,5448,Diesel,2.1
2645, C Class,2018,23099,Semi-Auto,9769,Petrol,1.5
2646, C Class,2019,26799,Semi-Auto,10871,Diesel,2.0
2647, C Class,2015,17089,Semi-Auto,27501,Diesel,2.1
2648, C Class,2017,22980,Automatic,26844,Diesel,2.1
2649, C Class,2015,14495,Manual,23146,Petrol,2.0
2650, C Class,2013,9990,Semi-Auto,41841,Diesel,2.1
2651, C Class,2019,41999,Semi-Auto,10104,Petrol,3.0
2652, C Class,2016,15998,Semi-Auto,25202,Diesel,1.6
2653, C Class,2017,23400,Semi-Auto,35270,Diesel,2.1
2654, C Class,2019,41870,Automatic,7226,Diesel,2.0
2655, C Class,2017,34849,Semi-Auto,5376,Petrol,3.0
2656, C Class,2016,21400,Automatic,17268,Diesel,2.1
2657, C Class,2017,18399,Automatic,22167,Hybrid,2.0
2658, C Class,2019,19895,Semi-Auto,10985,Petrol,1.5
2659, C Class,2017,23290,Automatic,23183,Diesel,2.1
2660, C Class,2019,30999,Semi-Auto,5831,Petrol,2.0
2661, C Class,2016,12800,Manual,40595,Diesel,2.1
2662, C Class,2016,17999,Automatic,32475,Diesel,2.1
2663, C Class,2016,14220,Semi-Auto,45868,Diesel,2.1
2664, C Class,2016,14500,Semi-Auto,40620,Diesel,1.6
2665, C Class,2019,25080,Semi-Auto,3131,Petrol,1.5
2666, C Class,2017,18979,Semi-Auto,27384,Diesel,2.1
2667, C Class,2019,32498,Semi-Auto,1887,Petrol,1.5
2668, C Class,2016,29995,Semi-Auto,64291,Petrol,4.0
2669, C Class,2019,59950,Automatic,152,Petrol,4.0
2670, C Class,2019,25980,Semi-Auto,12436,Petrol,1.5
2671, C Class,2019,26990,Automatic,2368,Petrol,2.0
2672, C Class,2019,25199,Semi-Auto,5910,Petrol,1.6
2673, C Class,2019,25498,Semi-Auto,8150,Diesel,1.6
2674, C Class,2019,20480,Semi-Auto,6459,Petrol,1.5
2675, C Class,2016,17849,Semi-Auto,45557,Diesel,2.1
2676, C Class,2015,17299,Automatic,25758,Hybrid,2.1
2677, C Class,2016,16000,Manual,39877,Diesel,1.6
2678, C Class,2016,17800,Automatic,26866,Diesel,2.1
2679, C Class,2019,32890,Semi-Auto,4025,Petrol,2.0
2680, C Class,2014,13490,Semi-Auto,68422,Diesel,2.1
2681, C Class,2016,15000,Automatic,85040,Hybrid,2.0
2682, C Class,2016,19999,Semi-Auto,24137,Petrol,2.0
2683, C Class,2018,27499,Semi-Auto,7073,Diesel,2.0
2684, C Class,2019,27750,Automatic,4000,Diesel,2.0
2685, C Class,2016,16998,Semi-Auto,43014,Diesel,2.1
2686, C Class,2017,21630,Automatic,21994,Diesel,2.1
2687, C Class,2017,14698,Manual,59038,Diesel,2.1
